index,name,geometry
1669,Amsterdam Avenue,"LINESTRING (-8235754.306742543 4979453.595804936, -8235748.7741638515 4979464.106507602, -8235706.762188025 4979539.607495887, -8235701.942054072 4979547.075304488)"
1670,2nd Avenue,"LINESTRING (-8233645.704079886 4977147.688808215, -8233674.43564046 4977097.205411948)"
1671,,"LINESTRING (-8233645.704079886 4977147.688808215, -8233645.459177005 4977129.964476924, -8233645.425781158 4977127.18678613, -8233644.735600316 4977122.660180602, -8233643.800516593 4977120.411575387, -8233642.464682703 4977117.94251928, -8233640.483195769 4977115.517554065, -8233637.778132141 4977113.460008295, -8233628.004280849 4977108.507203469)"
1672,,"LINESTRING (-8233535.943061964 4977101.188226453, -8233559.654113503 4977127.201482905, -8233564.819337875 4977131.992632607, -8233571.732278255 4977137.356959449, -8233580.559913874 4977142.603714854, -8233606.719994212 4977158.050061551, -8233610.0707108835 4977160.372159551, -8233613.443691454 4977163.149859781, -8233616.716484483 4977167.044520165, -8233619.18777718 4977171.497662053, -8233620.879833439 4977176.274136634, -8233623.918855538 4977188.105106801)"
1673,,"LINESTRING (-8233535.943061964 4977101.188226453, -8233577.4652320305 4977127.377844201, -8233626.56825942 4977154.713883745, -8233638.301333749 4977161.239272236)"
1674,Queensboro Bridge Exit,"LINESTRING (-8233512.554836949 4977128.186166855, -8233510.762593147 4977132.0661165165, -8233508.7254464645 4977136.827875027, -8233469.407402317 4977211.517242796, -8233468.817409014 4977212.66360118, -8233464.119726503 4977220.7322043665)"
1675,East 60th Street,"LINESTRING (-8233512.554836949 4977128.186166855, -8233463.396149813 4977102.011243676, -8233414.025955647 4977074.660654913, -8233373.160570575 4977052.027769936, -8233368.652131199 4977049.544034454, -8233356.67415399 4977042.901147388)"
1676,9th Avenue,"LINESTRING (-8236259.196293035 4977794.531328166, -8236263.693600464 4977786.638624211, -8236294.952113478 4977729.934804512, -8236305.6053887475 4977710.724953719, -8236309.067424912 4977704.478453375)"
1677,West 53rd Street,"LINESTRING (-8236259.196293035 4977794.531328166, -8236275.014792678 4977803.585164022, -8236564.111510267 4977961.514218891, -8236576.467973745 4977968.290013038)"
1678,Columbus Circle,"LINESTRING (-8235667.867157943 4978226.596785656, -8235671.796735967 4978221.672813242, -8235676.360835088 4978213.970843458, -8235679.099294563 4978207.297767676, -8235680.59097574 4978201.9916467955, -8235681.54832336 4978196.656132029, -8235681.982469374 4978191.291223428, -8235681.882281833 4978185.823429199, -8235680.936066161 4978178.694723579, -8235679.154954309 4978171.948180165, -8235676.750453308 4978165.921859924, -8235673.188229601 4978159.469291883, -8235669.058276494 4978153.501772616, -8235663.347586616 4978147.960507989, -8235659.18423766 4978144.594595467, -8235653.518075579 4978140.949416401)"
1679,Central Park South,"LINESTRING (-8235611.650815092 4978135.849107654, -8235597.446448066 4978138.142041515, -8235575.460848635 4978145.138432781, -8235569.705630962 4978146.990419544, -8235566.789060302 4978147.328480658, -8235563.449475577 4978146.9610229265, -8235557.8055773955 4978145.447097218, -8235553.096762934 4978142.727910855, -8235547.887010765 4978140.199803132, -8235503.314686651 4978122.7970328415)"
1680,Columbus Circle,"LINESTRING (-8235611.650815092 4978135.849107654, -8235601.465081685 4978139.758854177, -8235595.598544518 4978143.139463337, -8235590.911993958 4978146.622961826, -8235586.659589409 4978150.518014348, -8235582.451712657 4978155.353760963, -8235579.4572183555 4978159.5574818505, -8235576.618571338 4978164.4667246165, -8235574.481237116 4978169.346573166, -8235572.410694586 4978175.813846083, -8235571.675985949 4978179.106277576, -8235571.1305204425 4978182.530995442, -8235570.763166123 4978186.837616607, -8235570.718638327 4978191.173636423, -8235570.863353665 4978193.848741134, -8235571.197312137 4978197.052988399)"
1681,Columbus Circle,"LINESTRING (-8235653.518075579 4978140.949416401, -8235648.252663665 4978138.377214249, -8235642.408390397 4978136.245961552, -8235636.096575269 4978134.7467357945, -8235625.476695849 4978133.879536688)"
1682,Columbus Circle,"LINESTRING (-8235602.823179472 4978240.413318524, -8235607.977271895 4978241.750877531, -8235613.765885416 4978242.4270063285, -8235620.322603424 4978242.794467653, -8235625.766126524 4978242.912055279, -8235631.710587332 4978242.853261466, -8235636.263554507 4978242.294720257, -8235640.32671592 4978241.28052709, -8235645.881558511 4978239.50201469, -8235651.870547115 4978236.84159592, -8235659.3066891 4978232.7260324005, -8235663.726072884 4978230.08031391, -8235667.867157943 4978226.596785656)"
1683,Broadway,"LINESTRING (-8235602.823179472 4978240.413318524, -8235626.378383725 4978255.773210451, -8235630.363621494 4978258.6835084865, -8235633.380379694 4978261.667299795, -8235634.460178755 4978262.990163228, -8235635.417526376 4978264.636393528, -8235636.174498914 4978267.943553454, -8235636.9648672985 4978273.602474148, -8235637.309957719 4978279.261398117, -8235637.799763478 4978303.866731632, -8235638.111458053 4978313.47958486)"
1684,Columbus Circle,"LINESTRING (-8235625.476695849 4978133.879536688, -8235619.0424292805 4978134.364580248, -8235611.650815092 4978135.849107654)"
1685,Broadway,"LINESTRING (-8235625.476695849 4978133.879536688, -8235620.122228342 4978131.1015604045, -8235615.469073626 4978126.986041438, -8235612.608162713 4978124.1786705665, -8235609.992154679 4978120.415912966, -8235608.055195538 4978115.403804509, -8235606.585778261 4978111.6998433145, -8235605.26107632 4978106.981704302, -8235604.793534459 4978102.5428341655, -8235604.470707934 4978098.015776633, -8235609.5914045125 4978063.519079221, -8235610.6600716235 4978054.626682299)"
1686,Broadway,"LINESTRING (-8235635.3173388345 4979630.956239877, -8235633.903581301 4979646.803437574, -8235632.923969781 4979655.682583704, -8235631.955490212 4979661.136500312, -8235630.619656323 4979666.605120563, -8235628.960995911 4979672.588265044, -8235626.567626857 4979679.232940853)"
1687,West 71st Street,"LINESTRING (-8235635.3173388345 4979630.956239877, -8235647.595878668 4979637.615587911, -8235649.254539081 4979638.747530523)"
1688,West End Avenue,"LINESTRING (-8236528.667384399 4978804.997085704, -8236533.676761485 4978795.8688251125, -8236549.673372312 4978766.044020272, -8236558.445348186 4978749.7866736315, -8236573.740646222 4978721.94639784, -8236579.306620762 4978712.81821487)"
1689,West End Avenue,"LINESTRING (-8236528.667384399 4978804.997085704, -8236523.379708587 4978814.18415208, -8236508.273653687 4978841.363219845, -8236482.870545888 4978887.710393042, -8236477.939092444 4978896.559450165)"
1690,West 60th Street,"LINESTRING (-8236528.667384399 4978804.997085704, -8236545.009085648 4978814.360543839, -8236634.866178617 4978865.808276174, -8236645.986995746 4978872.173114469)"
1691,12th Avenue,"LINESTRING (-8237126.586633348 4978314.317402792, -8237150.49805997 4978272.044433317, -8237192.810598421 4978194.2896925295)"
1692,East 57th Street,"LINESTRING (-8233514.848018458 4976757.937302738, -8233499.441400934 4976749.369410754, -8233278.906357722 4976626.671555504, -8233264.434823919 4976618.912059155)"
1693,1st Avenue,"LINESTRING (-8233514.848018458 4976757.937302738, -8233506.933202663 4976772.1632531965, -8233474.238668217 4976831.007177423, -8233464.809907347 4976848.010844911, -8233459.911849751 4976856.975625339)"
1694,East 57th Street,"LINESTRING (-8233514.848018458 4976757.937302738, -8233529.653510733 4976766.181885139, -8233680.279913725 4976850.171209278, -8233691.534314247 4976856.461252469)"
1695,West 61st Street,"LINESTRING (-8236077.033078303 4978659.871982064, -8236081.463594035 4978676.570152206, -8236111.920606717 4978693.327147422, -8236145.973238949 4978712.4654350225, -8236159.209126406 4978719.7562211165)"
1696,West 34th Street,"LINESTRING (-8237700.037858221 4976295.223105657, -8237690.854000229 4976289.96210981, -8237562.124141077 4976219.188765091, -8237547.530155835 4976211.0034258645)"
1697,Hudson Boulevard East,"LINESTRING (-8237700.037858221 4976295.223105657, -8237691.544181072 4976308.184565615, -8237645.068293666 4976381.515598286, -8237639.457791331 4976390.377080993)"
1698,West 35th Street,"LINESTRING (-8237639.457791331 4976390.377080993, -8237647.584114159 4976394.903347233, -8237678.75357158 4976412.273648183, -8237684.352941967 4976415.3891369, -8237700.505400082 4976424.382911785)"
1699,Hudson Boulevard East,"LINESTRING (-8237639.457791331 4976390.377080993, -8237633.769365351 4976398.827092717, -8237588.640443784 4976468.7934705885, -8237585.423310501 4976471.953064695, -8237582.094857725 4976473.86351744, -8237577.976036565 4976474.980397682)"
1700,West 36th Street,"LINESTRING (-8237577.976036565 4976474.980397682, -8237576.027945477 4976473.892909024, -8237457.517215579 4976407.556329897, -8237442.923230335 4976399.503093972)"
1701,West 36th Street,"LINESTRING (-8237633.580122217 4976505.547695917, -8237577.976036565 4976474.980397682)"
1702,Hudson Boulevard West,"LINESTRING (-8237633.580122217 4976505.547695917, -8237639.480055228 4976497.112287714, -8237683.284274856 4976434.24374311, -8237687.224984829 4976428.6005835775, -8237689.907784558 4976426.117006587, -8237694.59433512 4976424.632738982, -8237700.505400082 4976424.382911785)"
1703,Lincoln Tunnel,"LINESTRING (-8237387.1410334995 4976610.843953008, -8237370.365186236 4976602.452541845, -8237352.999345671 4976595.060464078, -8237333.796733512 4976588.814677081, -8237317.020886249 4976584.611632081)"
1704,Lincoln Tunnel,"LINESTRING (-8237637.576491936 4976834.725349377, -8237611.616786683 4976822.953592434, -8237588.740631325 4976814.826532559, -8237548.966177266 4976806.699479446, -8237523.819104295 4976798.175633532, -8237337.815367128 4976695.978239441, -8237322.1304508755 4976686.1759283785, -8237306.734965299 4976673.91937936, -8237291.896077176 4976660.134454111, -8237281.420913092 4976648.054290406)"
1705,West 61st Street,"LINESTRING (-8236591.618556444 4978961.663474054, -8236581.510746677 4978955.857159421, -8236494.358717338 4978905.570209262, -8236477.939092444 4978896.559450165)"
1706,"['Riverside Boulevard', 'West 61st Street']","LINESTRING (-8236591.618556444 4978961.663474054, -8236601.759762054 4978967.484491681, -8236657.018757283 4978999.235557997, -8236659.111563711 4979000.440924586, -8236762.148884388 4979055.843849435, -8236752.953894449 4979065.780836032, -8236689.023110887 4979134.810832651)"
1707,Freedom Place South,"LINESTRING (-8236591.618556444 4978961.663474054, -8236585.918998514 4978971.409270677, -8236574.8649730785 4978991.459477118, -8236571.592180049 4978998.3829817185, -8236569.632957011 4979004.836104015, -8236567.840713209 4979012.553397098, -8236566.760914149 4979020.447091758, -8236564.267357554 4979040.835490917, -8236562.87586392 4979047.009347652, -8236561.0056964755 4979054.432680562, -8236557.510264465 4979062.150012834)"
1708,Freedom Place South,"LINESTRING (-8236591.618556444 4978961.663474054, -8236597.496225556 4978951.432602993, -8236639.986875192 4978879.4346209625, -8236645.986995746 4978872.173114469)"
1709,East 59th Street,"LINESTRING (-8233081.8263312215 4976768.312838941, -8233144.688447673 4976803.304636476, -8233158.681307665 4976810.976101488)"
1710,Vanderbilt Avenue,"LINESTRING (-8235178.996482175 4975991.970997631, -8235173.196736704 4976002.742487651, -8235172.0390139995 4976004.887970029, -8235134.457553907 4976074.719270115, -8235130.093829869 4976082.831019146)"
1711,East 43rd Street,"LINESTRING (-8235178.996482175 4975991.970997631, -8235190.161827101 4975998.15762278, -8235230.481746666 4976020.450078912, -8235280.219295153 4976048.1650953)"
1712,Columbus Avenue,"LINESTRING (-8235592.080848609 4979006.614755785, -8235596.867586713 4978997.545105105, -8235635.762616798 4978927.163726149, -8235643.833279881 4978912.684745971)"
1713,West 66th Street,"LINESTRING (-8235592.080848609 4979006.614755785, -8235604.927117848 4979013.6705676485, -8235638.389756779 4979032.61838765, -8235652.30469313 4979040.482699221)"
1714,East 61st Street,"LINESTRING (-8232985.713082871 4976953.09034551, -8233022.927188644 4976973.783057293, -8233042.909037241 4976985.070009466, -8233057.157932062 4976993.226604116)"
1715,2nd Avenue,"LINESTRING (-8233638.301333749 4977161.239272236, -8233645.704079886 4977147.688808215)"
1716,,"LINESTRING (-8233708.766571419 4976996.077739707, -8233691.022244588 4976989.140957656, -8233647.396136145 4976965.552996221, -8233645.0027670935 4976964.583025195, -8233643.143731598 4976964.2303084815, -8233641.1288488135 4976964.245005012, -8233639.459056453 4976964.862259268, -8233637.6334168045 4976966.273126289, -8233636.1862634225 4976968.051406885, -8233629.206531351 4976979.749855905, -8233607.3099875115 4977007.77622229)"
1717,East 58th Street,"LINESTRING (-8233708.766571419 4976996.077739707, -8233692.758828645 4976985.099402589, -8233646.906330386 4976959.204096703, -8233634.839297585 4976953.384275769)"
1718,,"LINESTRING (-8233964.033295758 4975882.09659974, -8233957.96638351 4975885.05027543, -8233955.3392435275 4975886.152393455, -8233953.068325915 4975886.843054145, -8233950.608165168 4975887.254511602, -8233946.322364773 4975886.754884692, -8233940.144133035 4975885.358868465, -8233933.91024155 4975883.272191947, -8233927.576162524 4975880.568330082, -8233922.110375525 4975877.776299592, -8233913.160288465 4975872.603697846, -8233802.263811737 4975810.503300901, -8233796.731233046 4975807.917017492, -8233790.4305498665 4975805.477682632, -8233783.896095757 4975804.008204094, -8233777.461829189 4975802.935484901, -8233771.161146011 4975802.465251869, -8233765.127629608 4975802.47994665, -8233758.214689231 4975803.155906645, -8233751.056845972 4975804.742943335, -8233744.399940425 4975806.932466602, -8233738.555667155 4975809.944898742, -8233732.488754909 4975813.721461325, -8233727.36805833 4975816.763285166, -8233722.770563362 4975820.907220616, -8233718.896645082 4975824.904209668, -8233715.17857409 4975829.5183828855, -8233699.727428767 4975850.943457778, -8233593.617690143 4975999.715300989, -8233591.357904481 4976002.889438485, -8233561.780315776 4976031.618368742)"
1719,"['General Douglas MacArthur Plaza', 'East 48th Street']","LINESTRING (-8233964.033295758 4975882.09659974, -8233955.561882508 4975900.773837666, -8233954.203784721 4975902.551924334, -8233952.745499392 4975903.786298741, -8233950.686088812 4975904.829639133, -8233948.04781688 4975905.167622664, -8233945.955010454 4975904.800249261, -8233943.672960892 4975903.889163282, -8233797.833296004 4975823.743319297, -8233791.543744775 4975822.641208314, -8233785.955506337 4975822.053415839, -8233780.2114206115 4975821.95055216, -8233774.311487599 4975822.082805461, -8233769.491353648 4975823.243695635, -8233764.6600877475 4975825.1099370895, -8233760.452210995 4975828.225238578, -8233756.099618906 4975832.795328882, -8233752.136645034 4975837.8062663665, -8233727.724280704 4975871.486886464, -8233725.2752519045 4975874.9254903365, -8233723.64998734 4975878.628603551, -8233722.870750904 4975882.640311117, -8233722.636979973 4975885.81441058, -8233723.349424714 4975889.737951618, -8233724.395827928 4975893.514545041, -8233726.4886343535 4975897.820157222, -8233728.681628323 4975902.066991575, -8233736.796819202 4975909.6054944685)"
1720,9th Avenue,"LINESTRING (-8237063.401690373 4976340.397248052, -8237072.507624721 4976324.27619799, -8237078.318502141 4976313.974611105)"
1721,,"LINESTRING (-8237063.401690373 4976340.397248052, -8237077.917751974 4976327.362267503, -8237085.08672718 4976317.560326279)"
1722,,"LINESTRING (-8237385.749539863 4977790.151391106, -8237409.126632932 4977803.232417013)"
1723,12th Avenue,"LINESTRING (-8237385.749539863 4977790.151391106, -8237380.673371084 4977798.984756117, -8237373.148173505 4977812.683101687)"
1724,3rd Avenue,"LINESTRING (-8233923.023195351 4977235.443827699, -8233918.726263006 4977243.32138936, -8233877.315412431 4977318.334906721, -8233871.682646195 4977328.519976123)"
1725,East 59th Street,"LINESTRING (-8233923.023195351 4977235.443827699, -8233907.54978613 4977227.125364631, -8233882.51403265 4977214.118594703, -8233731.386691949 4977129.964476924, -8233698.558574115 4977111.079134445, -8233688.484160198 4977105.288616515, -8233674.43564046 4977097.205411948)"
1726,Central Park South,"LINESTRING (-8234707.62523036 4977679.904024911, -8234720.927909508 4977687.26752839, -8234984.510199809 4977833.289447406, -8234997.812878959 4977840.667764359)"
1727,Grand Army Plaza,"LINESTRING (-8234707.62523036 4977679.904024911, -8234695.40235027 4977670.012540952, -8234653.011888177 4977644.747414166, -8234639.252799114 4977635.414472284)"
1728,Grand Army Plaza,"LINESTRING (-8234707.62523036 4977679.904024911, -8234715.996456066 4977665.265220112, -8234755.24770852 4977596.70123061, -8234760.435196792 4977587.632889042, -8234763.151392367 4977582.885608238)"
1729,"['Doris C. Freedman Place', 'Grand Army Plaza']","LINESTRING (-8234587.311124709 4977728.905966864, -8234599.923623016 4977737.077880319, -8234622.49921575 4977751.3787453165, -8234626.818411993 4977753.509914039, -8234632.228539245 4977755.641083228, -8234635.779631002 4977756.287782937, -8234639.586757587 4977756.625830528, -8234643.293696631 4977756.669923694, -8234647.056295419 4977756.287782937, -8234650.874553952 4977755.5528969085, -8234655.271673839 4977754.053729583, -8234658.466543226 4977752.422283047, -8234662.50744074 4977749.850183207, -8234665.490803095 4977747.498549661, -8234668.774728072 4977744.250356755, -8234671.4797917 4977740.811094855, -8234674.452022103 4977736.240111899, -8234699.387588041 4977693.896156027, -8234707.62523036 4977679.904024911)"
1730,5th Avenue,"LINESTRING (-8234587.311124709 4977728.905966864, -8234594.101613648 4977716.780388453, -8234601.393040294 4977703.537804259, -8234611.901600228 4977684.1516340235, -8234631.627413996 4977649.024403111, -8234639.252799114 4977635.414472284)"
1731,Central Park West,"LINESTRING (-8235580.013815808 4978220.364653823, -8235585.635450093 4978248.394579927, -8235586.058464157 4978251.3195742285, -8235586.28110314 4978254.53853882, -8235585.936012719 4978257.728107519, -8235584.900741454 4978262.91667081, -8235583.242081041 4978267.7965685455, -8235570.81882587 4978301.764839908, -8235566.956039539 4978311.936236227, -8235563.237968545 4978319.741173244, -8235538.413722098 4978364.101555206, -8235533.771699333 4978372.141712271)"
1732,Columbus Circle,"LINESTRING (-8235580.013815808 4978220.364653823, -8235584.23282451 4978225.920657955, -8235587.11599932 4978229.022026715, -8235592.448202929 4978233.681430919, -8235598.882469498 4978237.943979301, -8235602.823179472 4978240.413318524)"
1733,Columbus Circle,"LINESTRING (-8235571.197312137 4978197.052988399, -8235571.720513742 4978200.198443161, -8235572.544277975 4978203.78485076, -8235573.312382462 4978206.401165331, -8235574.258598135 4978209.135067821, -8235576.729890828 4978214.735160797, -8235580.013815808 4978220.364653823)"
1734,Central Park South,"LINESTRING (-8235503.314686651 4978122.7970328415, -8235543.757057657 4978154.001515468, -8235550.380567361 4978158.249330751, -8235553.408457508 4978160.703951497, -8235556.235972575 4978163.687712876, -8235558.4846262885 4978167.729755605, -8235560.688752206 4978173.256333098, -8235563.583058966 4978179.988179057, -8235571.197312137 4978197.052988399)"
1735,Central Park South,"LINESTRING (-8235503.314686651 4978122.7970328415, -8235371.545805399 4978049.173662735, -8235325.9048141735 4978023.672385238, -8235313.069676885 4978016.499703622)"
1736,West 37th Street,"LINESTRING (-8237078.318502141 4976313.974611105, -8237085.08672718 4976317.560326279)"
1737,9th Avenue,"LINESTRING (-8237078.318502141 4976313.974611105, -8237082.726753975 4976306.171276488, -8237112.348870476 4976253.678950229, -8237122.501208036 4976235.677027585, -8237128.312085455 4976224.978757841)"
1738,West 67th Street,"LINESTRING (-8235542.076133345 4979097.605720617, -8235555.21183326 4979104.926193728, -8235636.642040774 4979150.260330147, -8235650.512449327 4979157.713141196)"
1739,Columbus Avenue,"LINESTRING (-8235542.076133345 4979097.605720617, -8235546.139294758 4979090.167655164, -8235587.37203415 4979014.8024379425, -8235592.080848609 4979006.614755785)"
1740,West 31st Street,"LINESTRING (-8237388.0649852725 4975756.808671031, -8237399.998434686 4975763.421294245, -8237465.198260442 4975799.496906366, -8237567.734643413 4975857.453280647, -8237573.779291763 4975860.877184711)"
1741,West 59th Street,"LINESTRING (-8236726.894001653 4978793.414044733, -8236756.527250104 4978809.53917024, -8236815.081302261 4978841.172128246, -8236880.236600223 4978876.450640921, -8236888.207075763 4978880.757568072)"
1742,West 59th Street,"LINESTRING (-8236726.894001653 4978793.414044733, -8236614.260940869 4978732.441613925, -8236595.603794212 4978721.961097014, -8236579.306620762 4978712.81821487)"
1743,Freedom Place South,"LINESTRING (-8236726.894001653 4978793.414044733, -8236716.4744973155 4978803.5565544795, -8236712.177564971 4978807.731155753, -8236653.9240754405 4978864.161944542, -8236645.986995746 4978872.173114469)"
1744,West 60th Street,"LINESTRING (-8236645.986995746 4978872.173114469, -8236634.866178617 4978865.808276174, -8236545.009085648 4978814.360543839, -8236528.667384399 4978804.997085704)"
1745,Freedom Place South,"LINESTRING (-8236645.986995746 4978872.173114469, -8236639.986875192 4978879.4346209625, -8236597.496225556 4978951.432602993, -8236591.618556444 4978961.663474054)"
1746,Freedom Place South,"LINESTRING (-8236645.986995746 4978872.173114469, -8236653.9240754405 4978864.161944542, -8236712.177564971 4978807.731155753, -8236716.4744973155 4978803.5565544795, -8236726.894001653 4978793.414044733)"
1747,East 55th Street,"LINESTRING (-8234310.748981784 4976952.575967581, -8234323.539591276 4976959.733171505, -8234352.894540997 4976976.134504588, -8234468.355116848 4977040.652560533, -8234482.303449045 4977048.456481837)"
1748,Lexington Avenue,"LINESTRING (-8234310.748981784 4976952.575967581, -8234315.368740651 4976944.140173383, -8234357.091285801 4976868.350620868, -8234362.067267039 4976859.297651773)"
1749,,"LINESTRING (-8232895.53316338 4977141.677816637, -8232862.671649697 4977126.907547416, -8232856.504549907 4977123.306838406, -8232853.087041539 4977121.043536278, -8232851.26140189 4977118.868415247, -8232849.368970546 4977115.017864337, -8232848.801241144 4977112.401842068, -8232848.456150723 4977109.580066022, -8232848.734449451 4977106.831774511, -8232849.380102497 4977103.789548982, -8232850.626880793 4977100.335815833, -8232854.05552111 4977095.735739108, -8232879.402969162 4977071.192235371, -8232907.711515672 4977044.47368883, -8232928.65071189 4977021.282402393, -8232944.046197467 4977002.2503041485, -8232954.398910111 4976988.347343075, -8232963.916726573 4976973.25398173, -8232982.651796874 4976940.583621217, -8232989.308702423 4976909.324228758)"
1750,FDR Drive,"LINESTRING (-8232895.53316338 4977141.677816637, -8232866.100290013 4977122.219277578, -8232863.584469522 4977120.51445274, -8232860.7235586075 4977118.060093365, -8232859.209613535 4977115.8114892095, -8232858.363585403 4977113.753943378, -8232857.617744815 4977111.637610975, -8232857.4285016805 4977109.712336756, -8232857.67340456 4977106.964045207, -8232858.274529811 4977104.803624053, -8232859.966586071 4977102.378662101, -8232862.059392499 4977099.939004016, -8232888.174945038 4977076.291988258, -8232914.8804908795 4977050.734463806, -8232924.999432593 4977040.035301488)"
1751,"['Riverview Terrace', 'Sutton Square']","LINESTRING (-8233126.81053745 4976685.5146034, -8233129.8829553975 4976680.077044152, -8233130.194649971 4976679.592072799, -8233130.639927935 4976679.063013167, -8233131.062941999 4976678.710306762, -8233131.474824115 4976678.475169166, -8233132.2651925 4976678.137158881, -8233133.456311052 4976677.666883723, -8233135.126103413 4976677.387657858, -8233136.740236031 4976677.431746151, -8233138.565875678 4976677.946109597, -8233140.213404142 4976678.842571662, -8233195.550323016 4976709.954265175, -8233209.799217838 4976718.1400224455)"
1752,,"LINESTRING (-8233418.122512908 4976277.323974938, -8233444.160141804 4976260.380082559, -8233448.846692367 4976255.66283761, -8233453.577770726 4976251.680367792, -8233458.331112984 4976248.873535795, -8233463.429545661 4976246.551654439, -8233468.260811562 4976245.170282249, -8233472.468688314 4976244.949850535, -8233476.531849728 4976245.522973002, -8233482.142352062 4976247.27173151, -8233485.982874497 4976249.005794877, -8233493.697315208 4976253.326259182, -8233512.766343981 4976268.080512227)"
1753,FDR Drive,"LINESTRING (-8233418.122512908 4976277.323974938, -8233428.7423923295 4976263.995169014, -8233437.748139135 4976252.135926989, -8233446.753885939 4976239.2921049, -8233489.956980318 4976173.295111455, -8233569.305513355 4976057.246703138, -8233588.0294517055 4976029.796173215, -8233604.1596459225 4976005.108396329)"
1754,East 66th Street,"LINESTRING (-8233573.724897139 4977864.933941697, -8233558.507522747 4977856.247495758, -8233531.9244283475 4977841.358563244)"
1755,3rd Avenue,"LINESTRING (-8233573.724897139 4977864.933941697, -8233571.097757157 4977869.872432171, -8233566.422338542 4977878.588286037)"
1756,East 66th Street,"LINESTRING (-8233524.644133647 4977854.93938528, -8233551.282887795 4977869.78424482, -8233566.422338542 4977878.588286037)"
1757,East 66th Street,"LINESTRING (-8233524.644133647 4977854.93938528, -8233528.551447775 4977847.649244698, -8233531.9244283475 4977841.358563244)"
1758,East 66th Street,"LINESTRING (-8233531.9244283475 4977841.358563244, -8233528.551447775 4977847.649244698, -8233524.644133647 4977854.93938528)"
1759,East 66th Street,"LINESTRING (-8233531.9244283475 4977841.358563244, -8233528.484656081 4977837.625310279, -8233464.509344723 4977801.174726383, -8233434.998547712 4977784.551541549, -8233370.733805677 4977748.762552621, -8233367.550068241 4977747.30747946)"
1760,2nd Avenue,"LINESTRING (-8233324.591876743 4977725.554896415, -8233342.569974505 4977693.67569162, -8233351.764964447 4977677.331944167, -8233363.397851234 4977656.711229875, -8233368.897034079 4977646.95204741)"
1761,East 66th Street,"LINESTRING (-8233367.550068241 4977747.30747946, -8233340.855654349 4977733.697411693, -8233324.591876743 4977725.554896415)"
1762,East 66th Street,"LINESTRING (-8233367.550068241 4977747.30747946, -8233363.653886063 4977754.156613607, -8233358.822620162 4977762.651898257)"
1763,East 66th Street,"LINESTRING (-8233358.822620162 4977762.651898257, -8233366.592720619 4977767.002427513, -8233524.644133647 4977854.93938528)"
1764,East 66th Street,"LINESTRING (-8233358.822620162 4977762.651898257, -8233363.653886063 4977754.156613607, -8233367.550068241 4977747.30747946)"
1765,West 62nd Street,"LINESTRING (-8235480.906073155 4978463.597127373, -8235492.438772401 4978469.991101151, -8235563.137781003 4978508.8694915855, -8235586.247707293 4978521.584008239, -8235610.203661712 4978534.783604888, -8235628.883072267 4978545.131630771, -8235642.920460055 4978552.78976494)"
1766,Central Park West,"LINESTRING (-8235480.906073155 4978463.597127373, -8235476.442161574 4978472.313511054, -8235457.328605005 4978504.503933038, -8235433.495102026 4978546.204651128, -8235428.931002904 4978554.52423762)"
1767,East 59th Street,"LINESTRING (-8234639.252799114 4977635.414472284, -8234625.738612931 4977626.640045291, -8234556.030347796 4977587.485914368, -8234472.562993601 4977540.3806457715, -8234461.074822149 4977533.134832103)"
1768,5th Avenue,"LINESTRING (-8234639.252799114 4977635.414472284, -8234644.941225095 4977625.008620037, -8234684.348324835 4977554.828196983, -8234690.482028778 4977542.879203456)"
1769,West 43rd Street,"LINESTRING (-8236450.766004742 4976699.005641847, -8236467.564115903 4976708.234816136, -8236547.680753428 4976752.235171387, -8236607.381396338 4976785.360486088, -8236753.81105453 4976866.910375224, -8236767.180525373 4976874.199783933)"
1770,8th Avenue,"LINESTRING (-8236450.766004742 4976699.005641847, -8236445.478328928 4976708.558131317, -8236404.445964623 4976782.759248352, -8236400.3160115145 4976790.210253214)"
1771,East 49th Street,"LINESTRING (-8233930.7265041135 4976017.5110573955, -8233937.238694325 4976021.0084931, -8233940.823181928 4976022.933552783, -8233966.871942774 4976037.893189813, -8234133.238921764 4976130.179079947, -8234174.571848696 4976153.103735588, -8234188.965458856 4976161.039205842)"
1772,1st Avenue,"LINESTRING (-8233930.7265041135 4976017.5110573955, -8233926.195800838 4976025.637454048, -8233912.993309231 4976045.975517974, -8233902.763048027 4976058.422316419, -8233899.100636779 4976063.051295092, -8233887.144923468 4976078.187335906)"
1773,1st Avenue,"LINESTRING (-8233913.494246938 4976024.2561130915, -8233896.562552388 4976054.616268931, -8233887.144923468 4976078.187335906)"
1774,1st Avenue,"LINESTRING (-8233887.144923468 4976078.187335906, -8233876.513912098 4976097.335195888, -8233872.60659797 4976104.3301257)"
1775,West 65th Street,"LINESTRING (-8235650.35660204 4978916.344912537, -8235643.833279881 4978912.684745971)"
1776,Broadway,"LINESTRING (-8235650.35660204 4978916.344912537, -8235650.4345256835 4978927.07552925, -8235650.389997888 4978940.496166472, -8235651.748095676 4979028.517188428, -8235652.30469313 4979040.482699221)"
1777,2nd Avenue,"LINESTRING (-8233623.918855538 4977188.105106801, -8233638.301333749 4977161.239272236)"
